топик,подпись,шлюз,ld58,канал,назначение,режим,имя,клапаны
/devices/ld58_22_168/controls/7,[22·168·7] городские,192.168.69.22,168,7,Фонарь,ШИМ,городские,Мышкин 2
/devices/ld58_22_168/controls/8,[22·168·8] жд переезд на выезде из Мышкина,192.168.69.22,168,8,Фонарь,Мигающий,жд переезд на выезде из Мышкина,Мышкин 2
/devices/ld58_22_169/controls/1,[22·169·1] Краеведческий музей. Музей деревянного зодчества,192.168.69.22,169,1,Плеер,Постоянный,Краеведческий музей. Музей деревянного зодчества,Мышкин 2
/devices/ld58_22_169/controls/2,[22·169·2] Краеведческий музей. Музей деревянного зодчества,192.168.69.22,169,2,Дом,Постоянный,Краеведческий музей. Музей деревянного зодчества,Мышкин 2
/devices/ld58_22_169/controls/3,[22·169·3] Музей водочника П.А. Смирнова. Краеведческий музей,192.168.69.22,169,3,Дом,Постоянный,Музей водочника П.А. Смирнова. Краеведческий музей,Мышкин 2
/devices/ld58_22_169/controls/4,[22·169·4] дом Смирновых,192.168.69.22,169,4,Дом,Постоянный,дом Смирновых,Мышкин 2
/devices/ld58_22_169/controls/5,[22·169·5] Город мастеров,192.168.69.22,169,5,Дом,Постоянный,Город мастеров,Мышкин 2
/devices/ld58_22_169/controls/6,[22·169·6] Город мастеров,192.168.69.22,169,6,Дом,Постоянный,Город мастеров,Мышкин 2
/devices/ld58_22_169/controls/7,[22·169·7] городские,192.168.69.22,169,7,Фонарь,ШИМ,городские,Мышкин 2
/devices/ld58_22_169/controls/8,[22·169·8] Краеведческий музей. Музей деревянного зодчества,192.168.69.22,169,8,Дом,Постоянный,Краеведческий музей. Музей деревянного зодчества,Мышкин 2
/devices/ld58_23_193/controls/1,"[23·193·1] аэродром Борки, диспетчерская",192.168.69.23,193,1,Дом,Постоянный,"аэродром Борки, диспетчерская",Кимры 4
/devices/ld58_23_193/controls/2,"[23·193·2] аэродром Борки, общежитие",192.168.69.23,193,2,Дом,Постоянный,"аэродром Борки, общежитие",Кимры 4
/devices/ld58_23_193/controls/3,"[23·193·3] аэродром Борки, администрация, школа",192.168.69.23,193,3,Дом,Постоянный,"аэродром Борки, администрация, школа",Кимры 4
/devices/ld58_23_193/controls/4,[23·193·4] самолет,192.168.69.23,193,4,Фонарь,Постоянный,самолет,Кимры 4
/devices/ld58_23_193/controls/5,[23·193·5] аэродром Борки,192.168.69.23,193,5,Плеер,Постоянный,аэродром Борки,Кимры 4
/devices/ld58_23_193/controls/6,[23·193·6] Машинка,192.168.69.23,193,6,Машинка,Постоянный,Машинка,Кимры 4
/devices/ld58_23_193/controls/7,[23·193·7] освещение аэродрома,192.168.69.23,193,7,Фонарь,ШИМ,освещение аэродрома,Кимры 4
/devices/ld58_23_193/controls/8,[23·193·8] городские,192.168.69.23,193,8,Фонарь,ШИМ,городские,Кимры 4
/devices/ld58_24_170/controls/1,[24·170·1] Город мастеров,192.168.69.24,170,1,Дом,Постоянный,Город мастеров,Мышкин 1
/devices/ld58_24_170/controls/2,[24·170·2] ферма АгриВолга — внутренняя подсветка,192.168.69.24,170,2,Дом,Постоянный,ферма АгриВолга — внутренняя подсветка,Мышкин 1
/devices/ld58_24_170/controls/3,[24·170·3] д∕с — деревенские дома,192.168.69.24,170,3,Дом,Постоянный,д∕с — деревенские дома,Мышкин 1
/devices/ld58_24_170/controls/4,[24·170·4] Воскресенская церковь (Николякино),192.168.69.24,170,4,Дом,Постоянный,Воскресенская церковь (Николякино),Мышкин 1
/devices/ld58_24_170/controls/5,[24·170·5] ферма АгриВолга,192.168.69.24,170,5,Плеер,Постоянный,ферма АгриВолга,Мышкин 1
/devices/ld58_24_170/controls/6,[24·170·6] Машинка,192.168.69.24,170,6,Машинка,Постоянный,Машинка,Мышкин 1
/devices/ld58_24_170/controls/7,"[24·170·7] ферма АгриВолга, внешняя подсветка",192.168.69.24,170,7,Фонарь,ШИМ,"ферма АгриВолга, внешняя подсветка",Мышкин 1
/devices/ld58_24_170/controls/8,[24·170·8] жд переезд за фермой АгриВолга,192.168.69.24,170,8,Фонарь,Мигающий,жд переезд за фермой АгриВолга,Мышкин 1
/devices/ld58_25_157/controls/1,[25·157·1] Церковь Кассиана Грека,192.168.69.25,157,1,Дом,Постоянный,Церковь Кассиана Грека,Мышкин 8
/devices/ld58_25_157/controls/2,[25·157·2] Учемский музей,192.168.69.25,157,2,Дом,Постоянный,Учемский музей,Мышкин 8
/devices/ld58_25_157/controls/3,[25·157·3] Учемский музей,192.168.69.25,157,3,Дом,Постоянный,Учемский музей,Мышкин 8
/devices/ld58_25_157/controls/4,[25·157·4] Машинка,192.168.69.25,157,4,Машинка,Постоянный,Машинка,Мышкин 8
/devices/ld58_25_157/controls/5,[25·157·5] Учемский музей. Хозяйский дом,192.168.69.25,157,5,Дом,Постоянный,Учемский музей. Хозяйский дом,Мышкин 8
/devices/ld58_25_157/controls/6,[25·157·6] д∕с — деревенский дом,192.168.69.25,157,6,Дом,Постоянный,д∕с — деревенский дом,Мышкин 8
/devices/ld58_25_157/controls/7,[25·157·7] д∕с — деревенский дом,192.168.69.25,157,7,Дом,Постоянный,д∕с — деревенский дом,Мышкин 8
/devices/ld58_25_157/controls/8,[25·157·8] городские,192.168.69.25,157,8,Фонарь,ШИМ,городские,Мышкин 8
/devices/ld58_27_181/controls/1,[27·181·1] Гостиный двор Кимры,192.168.69.27,181,1,Дом,Постоянный,Гостиный двор Кимры,Кимры 1
/devices/ld58_27_181/controls/2,[27·181·2] Гостиный двор Кимры,192.168.69.27,181,2,Дом,Постоянный,Гостиный двор Кимры,Кимры 1
/devices/ld58_27_181/controls/3,[27·181·3] Дом купца Теплова,192.168.69.27,181,3,Дом,Постоянный,Дом купца Теплова,Кимры 1
/devices/ld58_27_181/controls/4,[27·181·4] Дом врача Н.А. Жардецкого,192.168.69.27,181,4,Дом,Постоянный,Дом врача Н.А. Жардецкого,Кимры 1
/devices/ld58_27_181/controls/5,[27·181·5] Машинка,192.168.69.27,181,5,Машинка,Постоянный,Машинка,Кимры 1
/devices/ld58_27_181/controls/6,[27·181·6] Театр драмы и комедии,192.168.69.27,181,6,Дом,Постоянный,Театр драмы и комедии,Кимры 1
/devices/ld58_27_181/controls/7,[27·181·7] набнрежная,192.168.69.27,181,7,Фонарь,ШИМ,набнрежная,Кимры 1
/devices/ld58_27_181/controls/8,[27·181·8] перед театром,192.168.69.27,181,8,Фонарь,ШИМ,перед театром,Кимры 1
/devices/ld58_27_182/controls/1,[27·182·1] Кимрская фабрика им. М. Горького группа 1,192.168.69.27,182,1,Дом,Постоянный,Кимрская фабрика им. М. Горького группа 1,Кимры 1
/devices/ld58_27_182/controls/2,[27·182·2] Кимрская фабрика им. М. Горького группа 2,192.168.69.27,182,2,Дом,Постоянный,Кимрская фабрика им. М. Горького группа 2,Кимры 1
/devices/ld58_27_182/controls/3,[27·182·3] Купеческий клуб - дом Наумова,192.168.69.27,182,3,Дом,Постоянный,Купеческий клуб - дом Наумова,Кимры 1
/devices/ld58_27_182/controls/4,[27·182·4] Дом крестьянина Бугринова,192.168.69.27,182,4,Дом,Постоянный,Дом крестьянина Бугринова,Кимры 1
/devices/ld58_27_182/controls/5,[27·182·5] Дом И.К. Тунцова,192.168.69.27,182,5,Дом,Постоянный,Дом И.К. Тунцова,Кимры 1
/devices/ld58_27_182/controls/6,[27·182·6] д∕с — деревенский дом,192.168.69.27,182,6,Дом,Постоянный,д∕с — деревенский дом,Кимры 1
/devices/ld58_27_182/controls/7,[27·182·7] городские,192.168.69.27,182,7,Фонарь,ШИМ,городские,Кимры 1
/devices/ld58_27_182/controls/8,[27·182·8] городские,192.168.69.27,182,8,Фонарь,ШИМ,городские,Кимры 1
/devices/ld58_28_185/controls/1,[28·185·1] (свободен),192.168.69.28,185,1,---,Постоянный,свободен,Кимры 6
/devices/ld58_28_185/controls/2,[28·185·2] (свободен),192.168.69.28,185,2,---,Постоянный,свободен,Кимры 6
/devices/ld58_28_185/controls/3,[28·185·3] храм Иерусалимской иконы Божией Матери,192.168.69.28,185,3,Дом,Постоянный,храм Иерусалимской иконы Божией Матери,Кимры 6
/devices/ld58_28_185/controls/4,[28·185·4] около храма Иерусалимской иконы БМ,192.168.69.28,185,4,Плеер,Постоянный,около храма Иерусалимской иконы БМ,Кимры 6
/devices/ld58_28_185/controls/5,[28·185·5] д∕с — деревенский дом,192.168.69.28,185,5,Дом,Постоянный,д∕с — деревенский дом,Кимры 6
/devices/ld58_28_185/controls/6,[28·185·6] д∕с — фабрика,192.168.69.28,185,6,Дом,Постоянный,д∕с — фабрика,Кимры 6
/devices/ld58_28_185/controls/7,[28·185·7] рекомендовано 20% 40Гц. pwm более 30% не включать — кран портовый,192.168.69.28,185,7,Машинка,ШИМ,рекомендовано 20% 40Гц. pwm более 30% не включать — кран портовый,Кимры 6
/devices/ld58_28_185/controls/8,[28·185·8] рекомендовано 20% 40Гц. pwm более 30% не включать — кран портовый,192.168.69.28,185,8,Машинка,ШИМ,рекомендовано 20% 40Гц. pwm более 30% не включать — кран портовый,Кимры 6
/devices/ld58_28_186/controls/1,[28·186·1] (свободен),192.168.69.28,186,1,---,Постоянный,свободен,Кимры 6
/devices/ld58_28_186/controls/2,[28·186·2] (свободен),192.168.69.28,186,2,---,Постоянный,свободен,Кимры 6
/devices/ld58_28_186/controls/3,[28·186·3] (свободен),192.168.69.28,186,3,---,Постоянный,свободен,Кимры 6
/devices/ld58_28_186/controls/4,[28·186·4] д∕с — деревенский дом,192.168.69.28,186,4,Дом,Постоянный,д∕с — деревенский дом,Кимры 6
/devices/ld58_28_186/controls/5,"[28·186·5] д∕с — ул. Парковая, 7, типовая застройка",192.168.69.28,186,5,Дом,Постоянный,"д∕с — ул. Парковая, 7, типовая застройка",Кимры 6
/devices/ld58_28_186/controls/6,[28·186·6] Машинка,192.168.69.28,186,6,Машинка,Постоянный,Машинка,Кимры 6
/devices/ld58_28_186/controls/7,[28·186·7] городские,192.168.69.28,186,7,Фонарь,ШИМ,городские,Кимры 6
/devices/ld58_28_186/controls/8,[28·186·8] мачты в порту,192.168.69.28,186,8,Фонарь,ШИМ,мачты в порту,Кимры 6
/devices/ld58_29_177/controls/1,[29·177·1] д∕с — 5кж подъезд,192.168.69.29,177,1,Дом,Постоянный,д∕с — 5кж подъезд,Кимры 2
/devices/ld58_29_177/controls/2,[29·177·2] д∕с — 5кж гр1,192.168.69.29,177,2,Дом,Постоянный,д∕с — 5кж гр1,Кимры 2
/devices/ld58_29_177/controls/3,[29·177·3] д∕с — 5кж гр2,192.168.69.29,177,3,Дом,Постоянный,д∕с — 5кж гр2,Кимры 2
/devices/ld58_29_177/controls/4,[29·177·4] Преображенский собор,192.168.69.29,177,4,Дом,Постоянный,Преображенский собор,Кимры 2
/devices/ld58_29_177/controls/5,[29·177·5] дом доходный с магазином,192.168.69.29,177,5,Дом,Постоянный,дом доходный с магазином,Кимры 2
/devices/ld58_29_177/controls/6,"[29·177·6] Дом торговца Вахлина, реконструкция",192.168.69.29,177,6,Дом,Постоянный,"Дом торговца Вахлина, реконструкция",Кимры 2
/devices/ld58_29_177/controls/7,[29·177·7] дом купца Кожевникова,192.168.69.29,177,7,Дом,Постоянный,дом купца Кожевникова,Кимры 2
/devices/ld58_29_177/controls/8,[29·177·8] городские,192.168.69.29,177,8,Фонарь,ШИМ,городские,Кимры 2
/devices/ld58_29_178/controls/1,[29·178·1] д∕с — деревенский,192.168.69.29,178,1,Дом,Постоянный,д∕с — деревенский,Кимры 2
/devices/ld58_29_178/controls/2,[29·178·2] контора Лужиных,192.168.69.29,178,2,Дом,Постоянный,контора Лужиных,Кимры 2
/devices/ld58_29_178/controls/3,[29·178·3] дом купца В.Н. Серепьева,192.168.69.29,178,3,Дом,Постоянный,дом купца В.Н. Серепьева,Кимры 2
/devices/ld58_29_178/controls/4,[29·178·4] дом Собцова,192.168.69.29,178,4,Дом,Постоянный,дом Собцова,Кимры 2
/devices/ld58_29_178/controls/5,[29·178·5] дом С.И. Горбылева,192.168.69.29,178,5,Дом,Постоянный,дом С.И. Горбылева,Кимры 2
/devices/ld58_29_178/controls/6,[29·178·6] доходный дом Зайцева,192.168.69.29,178,6,Дом,Постоянный,доходный дом Зайцева,Кимры 2
/devices/ld58_29_178/controls/7,[29·178·7] городские,192.168.69.29,178,7,Фонарь,ШИМ,городские,Кимры 2
/devices/ld58_29_178/controls/8,[29·178·8] главная площадь,192.168.69.29,178,8,Фонарь,ШИМ,главная площадь,Кимры 2
/devices/ld58_29_179/controls/1,[29·179·1] банк купцов Мошкиных,192.168.69.29,179,1,Дом,Постоянный,банк купцов Мошкиных,Кимры 2
/devices/ld58_29_179/controls/2,[29·179·2] дом обувщика В.С. Шокина,192.168.69.29,179,2,Дом,Постоянный,дом обувщика В.С. Шокина,Кимры 2
/devices/ld58_29_179/controls/3,[29·179·3] здание Почтамта,192.168.69.29,179,3,Дом,Постоянный,здание Почтамта,Кимры 2
/devices/ld58_29_179/controls/4,[29·179·4] дом купцов Лужиных,192.168.69.29,179,4,Дом,Постоянный,дом купцов Лужиных,Кимры 2
/devices/ld58_29_179/controls/5,[29·179·5] дом Фёдора Онуфриевича Потапенко. Том Сойер фест,192.168.69.29,179,5,Дом,Постоянный,дом Фёдора Онуфриевича Потапенко. Том Сойер фест,Кимры 2
/devices/ld58_29_179/controls/6,[29·179·6] здание стадиона Красная Звезда,192.168.69.29,179,6,Дом,Постоянный,здание стадиона Красная Звезда,Кимры 2
/devices/ld58_29_179/controls/7,[29·179·7] вокруг стадиона,192.168.69.29,179,7,Фонарь,ШИМ,вокруг стадиона,Кимры 2
/devices/ld58_29_179/controls/8,[29·179·8] городские,192.168.69.29,179,8,Фонарь,ШИМ,городские,Кимры 2
/devices/ld58_29_180/controls/1,[29·180·1] гостиница Чайка,192.168.69.29,180,1,Дом,Постоянный,гостиница Чайка,Кимры 2
/devices/ld58_29_180/controls/2,[29·180·2] Купеческие дома,192.168.69.29,180,2,Дом,Постоянный,Купеческие дома,Кимры 2
/devices/ld58_29_180/controls/3,[29·180·3] дом С.И. Горбылёва,192.168.69.29,180,3,Дом,Постоянный,дом С.И. Горбылёва,Кимры 2
/devices/ld58_29_180/controls/4,[29·180·4] Машинка,192.168.69.29,180,4,Машинка,Постоянный,Машинка,Кимры 2
/devices/ld58_29_180/controls/5,[29·180·5] дом купца Рыбкина,192.168.69.29,180,5,Дом,Постоянный,дом купца Рыбкина,Кимры 2
/devices/ld58_29_180/controls/6,[29·180·6] стадион Красная звезда,192.168.69.29,180,6,Плеер,Постоянный,стадион Красная звезда,Кимры 2
/devices/ld58_29_180/controls/7,[29·180·7] мост,192.168.69.29,180,7,Фонарь,ШИМ,мост,Кимры 2
/devices/ld58_29_180/controls/8,[29·180·8] набережная,192.168.69.29,180,8,Фонарь,ШИМ,набережная,Кимры 2
/devices/ld58_30_187/controls/1,[30·187·1] (свободен),192.168.69.30,187,1,---,Постоянный,свободен,Кимры 5
/devices/ld58_30_187/controls/2,"[30·187·2] Савеловский машиностроительный завод, проходная",192.168.69.30,187,2,Дом,Постоянный,"Савеловский машиностроительный завод, проходная",Кимры 5
/devices/ld58_30_187/controls/3,"[30·187·3] СМЗ, основное здание",192.168.69.30,187,3,Дом,Постоянный,"СМЗ, основное здание",Кимры 5
/devices/ld58_30_187/controls/4,"[30·187·4] СМЗ, доп.корпус",192.168.69.30,187,4,Дом,Постоянный,"СМЗ, доп.корпус",Кимры 5
/devices/ld58_30_187/controls/5,[30·187·5] д∕с — деревенский дом,192.168.69.30,187,5,Дом,Постоянный,д∕с — деревенский дом,Кимры 5
/devices/ld58_30_187/controls/6,[30·187·6] на мосту,192.168.69.30,187,6,Машинка,Постоянный,на мосту,Кимры 5
/devices/ld58_30_187/controls/7,[30·187·7] на мосту,192.168.69.30,187,7,Фонарь,ШИМ,на мосту,Кимры 5
/devices/ld58_30_187/controls/8,[30·187·8] городские,192.168.69.30,187,8,Фонарь,ШИМ,городские,Кимры 5
/devices/ld58_30_188/controls/1,[30·188·1] перед жд станцией Савелово — жд красный,192.168.69.30,188,1,Светофор,Постоянный,перед жд станцией Савелово — жд красный,Кимры 5
/devices/ld58_30_188/controls/2,[30·188·2] перед жд станцией Савелово — жд зеленый,192.168.69.30,188,2,Светофор,Постоянный,перед жд станцией Савелово — жд зеленый,Кимры 5
/devices/ld58_30_188/controls/3,"[30·188·3] жд стрелка перед станцией Савелово, 2ой путь — жд синий",192.168.69.30,188,3,Светофор,Постоянный,"жд стрелка перед станцией Савелово, 2ой путь — жд синий",Кимры 5
/devices/ld58_30_188/controls/4,"[30·188·4] жд стрелка перед станцией Савелово, 2ой путь — жд белый",192.168.69.30,188,4,Светофор,Постоянный,"жд стрелка перед станцией Савелово, 2ой путь — жд белый",Кимры 5
/devices/ld58_30_188/controls/5,"[30·188·5] жд стрелка перед станцией Савелово, 3ий путь — жд синий",192.168.69.30,188,5,Светофор,Постоянный,"жд стрелка перед станцией Савелово, 3ий путь — жд синий",Кимры 5
/devices/ld58_30_188/controls/6,"[30·188·6] жд стрелка перед станцией Савелово, 3ий путь — жд белый",192.168.69.30,188,6,Светофор,Постоянный,"жд стрелка перед станцией Савелово, 3ий путь — жд белый",Кимры 5
/devices/ld58_30_188/controls/7,"[30·188·7] жд стрелка перед станцией Савелово, 4ый путь — жд синий",192.168.69.30,188,7,Светофор,Постоянный,"жд стрелка перед станцией Савелово, 4ый путь — жд синий",Кимры 5
/devices/ld58_30_188/controls/8,"[30·188·8] жд стрелка перед станцией Савелово, 4ый путь — жд белый",192.168.69.30,188,8,Светофор,Постоянный,"жд стрелка перед станцией Савелово, 4ый путь — жд белый",Кимры 5
/devices/ld58_30_189/controls/1,[30·189·1] (свободен),192.168.69.30,189,1,---,Постоянный,свободен,Кимры 5
/devices/ld58_30_189/controls/2,[30·189·2] д∕с — 5кж гр 5,192.168.69.30,189,2,Дом,Постоянный,д∕с — 5кж гр 5,Кимры 5
/devices/ld58_30_189/controls/3,[30·189·3] д∕с — 5кж гр 4,192.168.69.30,189,3,Дом,Постоянный,д∕с — 5кж гр 4,Кимры 5
/devices/ld58_30_189/controls/4,[30·189·4] д∕с — 5кж гр 3,192.168.69.30,189,4,Дом,Постоянный,д∕с — 5кж гр 3,Кимры 5
/devices/ld58_30_189/controls/5,[30·189·5] д∕с — 5кж гр 2,192.168.69.30,189,5,Дом,Постоянный,д∕с — 5кж гр 2,Кимры 5
/devices/ld58_30_189/controls/6,[30·189·6] д∕с — 5кж гр 1,192.168.69.30,189,6,Дом,Постоянный,д∕с — 5кж гр 1,Кимры 5
/devices/ld58_30_189/controls/7,[30·189·7] д∕с — 5кж подъезд,192.168.69.30,189,7,Дом,ШИМ,д∕с — 5кж подъезд,Кимры 5
/devices/ld58_30_189/controls/8,[30·189·8] (свободен),192.168.69.30,189,8,---,Постоянный,свободен,Кимры 5
/devices/ld58_30_190/controls/1,[30·190·1] у вокзала Савелово,192.168.69.30,190,1,Плеер,Постоянный,у вокзала Савелово,Кимры 5
/devices/ld58_30_190/controls/2,"[30·190·2] освещение жд путей, рамка над путями",192.168.69.30,190,2,Фонарь,Постоянный,"освещение жд путей, рамка над путями",Кимры 5
/devices/ld58_30_190/controls/3,"[30·190·3] д∕с — ул. ВЛКСМ, 19",192.168.69.30,190,3,Дом,Постоянный,"д∕с — ул. ВЛКСМ, 19",Кимры 5
/devices/ld58_30_190/controls/4,"[30·190·4] жд стрелка перед станцией Савелово, 5ый путь — жд синий",192.168.69.30,190,4,Фонарь,Постоянный,"жд стрелка перед станцией Савелово, 5ый путь — жд синий",Кимры 5
/devices/ld58_30_190/controls/5,"[30·190·5] жд стрелка перед станцией Савелово, 5ый путь — жд белый",192.168.69.30,190,5,Фонарь,Постоянный,"жд стрелка перед станцией Савелово, 5ый путь — жд белый",Кимры 5
/devices/ld58_30_190/controls/6,"[30·190·6] д∕с — послевоенный немецкий дом, 2эт",192.168.69.30,190,6,Дом,Постоянный,"д∕с — послевоенный немецкий дом, 2эт",Кимры 5
/devices/ld58_30_190/controls/7,[30·190·7] городские,192.168.69.30,190,7,Фонарь,ШИМ,городские,Кимры 5
/devices/ld58_30_190/controls/8,[30·190·8] (свободен),192.168.69.30,190,8,---,Постоянный,свободен,Кимры 5
/devices/ld58_30_191/controls/1,[30·191·1] (свободен),192.168.69.30,191,1,---,Постоянный,свободен,Кимры 5
/devices/ld58_30_191/controls/2,[30·191·2] (свободен),192.168.69.30,191,2,---,Постоянный,свободен,Кимры 5
/devices/ld58_30_191/controls/3,[30·191·3] Машинка,192.168.69.30,191,3,Машинка,Постоянный,Машинка,Кимры 5
/devices/ld58_30_191/controls/4,[30·191·4] д∕с — домик у станции,192.168.69.30,191,4,Дом,Постоянный,д∕с — домик у станции,Кимры 5
/devices/ld58_30_191/controls/5,[30·191·5] жд вокзал Савелово,192.168.69.30,191,5,Дом,Постоянный,жд вокзал Савелово,Кимры 5
/devices/ld58_30_191/controls/6,[30·191·6] дом творчества им. Панкова,192.168.69.30,191,6,Дом,Постоянный,дом творчества им. Панкова,Кимры 5
/devices/ld58_30_191/controls/7,[30·191·7] набережная,192.168.69.30,191,7,Фонарь,ШИМ,набережная,Кимры 5
/devices/ld58_30_191/controls/8,[30·191·8] фонари СМЗ,192.168.69.30,191,8,Фонарь,ШИМ,фонари СМЗ,Кимры 5
/devices/ld58_30_192/controls/1,[30·192·1] мигалки скорой помощи,192.168.69.30,192,1,Фонарь,Мигающий,мигалки скорой помощи,Кимры 5
/devices/ld58_30_192/controls/2,"[30·192·2] сталинка, ул. Коммунистическая, 2∕4 — гр 5",192.168.69.30,192,2,Дом,Постоянный,"сталинка, ул. Коммунистическая, 2∕4 — гр 5",Кимры 5
/devices/ld58_30_192/controls/3,"[30·192·3] сталинка, ул. Коммунистическая, 2∕5 — гр 4",192.168.69.30,192,3,Дом,Постоянный,"сталинка, ул. Коммунистическая, 2∕5 — гр 4",Кимры 5
/devices/ld58_30_192/controls/4,"[30·192·4] сталинка, ул. Коммунистическая, 2∕6 — гр 3",192.168.69.30,192,4,Дом,Постоянный,"сталинка, ул. Коммунистическая, 2∕6 — гр 3",Кимры 5
/devices/ld58_30_192/controls/5,"[30·192·5] сталинка, ул. Коммунистическая, 2∕7 — гр 2",192.168.69.30,192,5,Дом,Постоянный,"сталинка, ул. Коммунистическая, 2∕7 — гр 2",Кимры 5
/devices/ld58_30_192/controls/6,"[30·192·6] сталинка, ул. Коммунистическая, 2∕8 — гр 1",192.168.69.30,192,6,Дом,Постоянный,"сталинка, ул. Коммунистическая, 2∕8 — гр 1",Кимры 5
/devices/ld58_30_192/controls/7,"[30·192·7] сталинка, ул. Коммунистическая, 2∕9 — подъезд",192.168.69.30,192,7,Дом,ШИМ,"сталинка, ул. Коммунистическая, 2∕9 — подъезд",Кимры 5
/devices/ld58_30_192/controls/8,[30·192·8] (свободен),192.168.69.30,192,8,---,Постоянный,свободен,Кимры 5
/devices/ld58_31_120/controls/1,[31·120·1] Машинка,192.168.69.31,120,1,Машинка,Постоянный,Машинка,Калязин 5
/devices/ld58_31_120/controls/2,[31·120·2] Калязинское Ухо — подсветка здания и красные маячки,192.168.69.31,120,2,Дом,Постоянный,Калязинское Ухо — подсветка здания и красные маячки,Калязин 5
/devices/ld58_31_120/controls/3,[31·120·3] (свободен),192.168.69.31,120,3,---,Мигающий,свободен,Калязин 5
/devices/ld58_31_120/controls/4,[31·120·4] д∕с — деревенский дом,192.168.69.31,120,4,Дом,Постоянный,д∕с — деревенский дом,Калязин 5
/devices/ld58_31_120/controls/5,[31·120·5] д∕с — деревенский дом,192.168.69.31,120,5,Дом,Постоянный,д∕с — деревенский дом,Калязин 5
/devices/ld58_31_120/controls/6,[31·120·6] д∕с — деревенский дом,192.168.69.31,120,6,Дом,Постоянный,д∕с — деревенский дом,Калязин 5
/devices/ld58_31_120/controls/7,[31·120·7] деревенские,192.168.69.31,120,7,Фонарь,ШИМ,деревенские,Калязин 5
/devices/ld58_31_120/controls/8,[31·120·8] автомост Поречте,192.168.69.31,120,8,Фонарь,ШИМ,автомост Поречте,Калязин 5
/devices/ld58_32_199/controls/1,[32·199·1] Дом международных совещаний ОИЯИ,192.168.69.32,199,1,Дом,Постоянный,Дом международных совещаний ОИЯИ,Дубна 7
/devices/ld58_32_199/controls/2,[32·199·2] Болгарский дом Атом не солдат! — подъезды,192.168.69.32,199,2,Дом,Постоянный,Болгарский дом Атом не солдат! — подъезды,Дубна 7
/devices/ld58_32_199/controls/3,[32·199·3] Болгарский дом Атом не солдат! — гр1,192.168.69.32,199,3,Дом,Постоянный,Болгарский дом Атом не солдат! — гр1,Дубна 7
/devices/ld58_32_199/controls/4,[32·199·4] Болгарский дом Атом не солдат! — гр2,192.168.69.32,199,4,Дом,Постоянный,Болгарский дом Атом не солдат! — гр2,Дубна 7
/devices/ld58_32_199/controls/5,[32·199·5] Болгарский дом Атом не солдат! — гр3,192.168.69.32,199,5,Дом,Постоянный,Болгарский дом Атом не солдат! — гр3,Дубна 7
/devices/ld58_32_199/controls/6,[32·199·6] Болгарский дом Атом не солдат! — гр4,192.168.69.32,199,6,Дом,Постоянный,Болгарский дом Атом не солдат! — гр4,Дубна 7
/devices/ld58_32_199/controls/7,[32·199·7] двойные в сквере,192.168.69.32,199,7,Фонарь,ШИМ,двойные в сквере,Дубна 7
/devices/ld58_32_199/controls/8,[32·199·8] (свободен),192.168.69.32,199,8,---,Постоянный,свободен,Дубна 7
/devices/ld58_32_200/controls/1,[32·200·1] д∕с — ЖК высотка гр1,192.168.69.32,200,1,Дом,Постоянный,д∕с — ЖК высотка гр1,Дубна 7
/devices/ld58_32_200/controls/2,[32·200·2] д∕с — ЖК высотка гр2,192.168.69.32,200,2,Дом,Постоянный,д∕с — ЖК высотка гр2,Дубна 7
/devices/ld58_32_200/controls/3,[32·200·3] Машинка,192.168.69.32,200,3,Машинка,Постоянный,Машинка,Дубна 7
/devices/ld58_32_200/controls/4,[32·200·4] бассейн Архимед — гр1,192.168.69.32,200,4,Дом,Постоянный,бассейн Архимед — гр1,Дубна 7
/devices/ld58_32_200/controls/5,[32·200·5] бассейн Архимед — гр2 вода,192.168.69.32,200,5,Дом,Постоянный,бассейн Архимед — гр2 вода,Дубна 7
/devices/ld58_32_200/controls/6,[32·200·6] бассейн Архимед — гр3,192.168.69.32,200,6,Дом,Постоянный,бассейн Архимед — гр3,Дубна 7
/devices/ld58_32_200/controls/7,[32·200·7] вдоль бассейна,192.168.69.32,200,7,Фонарь,ШИМ,вдоль бассейна,Дубна 7
/devices/ld58_32_200/controls/8,[32·200·8] (свободен),192.168.69.32,200,8,---,Постоянный,свободен,Дубна 7
/devices/ld58_32_201/controls/1,"[32·201·1] Гостиница Дубна, корпус 3 — гр1",192.168.69.32,201,1,Дом,Постоянный,"Гостиница Дубна, корпус 3 — гр1",Дубна 7
/devices/ld58_32_201/controls/2,"[32·201·2] Гостиница Дубна, корпус 3 — гр2",192.168.69.32,201,2,Дом,Постоянный,"Гостиница Дубна, корпус 3 — гр2",Дубна 7
/devices/ld58_32_201/controls/3,"[32·201·3] Гостиница Дубна, корпус 3 — гр3",192.168.69.32,201,3,Дом,Постоянный,"Гостиница Дубна, корпус 3 — гр3",Дубна 7
/devices/ld58_32_201/controls/4,"[32·201·4] Гостиница Дубна, корпус 3 — гр4",192.168.69.32,201,4,Дом,Постоянный,"Гостиница Дубна, корпус 3 — гр4",Дубна 7
/devices/ld58_32_201/controls/5,"[32·201·5] Гостиница Дубна, корпус 3 — гр5",192.168.69.32,201,5,Дом,Постоянный,"Гостиница Дубна, корпус 3 — гр5",Дубна 7
/devices/ld58_32_201/controls/6,[32·201·6] (свободен),192.168.69.32,201,6,---,Постоянный,свободен,Дубна 7
